id,type,title,latitude,longitude,address,description,phone,website
71,Community,Uniting Communities,-34.9280593,138.5973375,"10 Pitt St, Adelaide, South Australia","Financial counselling, tel. 8202 5180 - assistance with court debt matters, managed budgets, negotiating with creditors, pre-bankruptcy counselling, support through bankruptcy, investment referrals and simple budgets for people who wish to save for long term goals
Goodwill Stores, tel. 8202 5073 - collection and distribution of donated clothing  through opportunity shops located at Adelaide, Blackwood, Brooklyn Park, Christies Beach, Dry Creek, Elizabeth Park, Findon, Goolwa, Holden Hill, Mount Barker, Salisbury
Do Care - Friendly visiting for people over 60 and younger people with disabilities and their carers living at home
Telelink - telephone support linking groups of 5-8 people in a weekly telephone hook-up
In Your Street - facilitates links with neighbours to assist people with practical or social needs
Violet's Visitors - volunteers and their pets visit older people in their homes, tel. 8375 1104
Grants - Forsyth Community Grants for projects that support marginalised people; Geytenbeek Social Enterprise Grants for business enterprises that benefit the community
<a href=""?q=intref/CISADOC1/2188"">UnitingCare Wesley Adelaide - Christies Beach</a>
AGED CARE
Rehabilitation and home care services
- <a href=""?q=intref/CISADOC1/2725"">Disability & Mental Health Services</a>
- <a href=""?q=intref/CISADOC1/1855"">Health Access</a>
- <a href=""?q=intref/CISADOC1/1856"">Home Support Services</a>
- <a href=""?q=intref/CISADOC1/2066"">Multicultural Home Support Program</a>
RESIDENTIAL AGED CARE FACILITIES
- <a href=""?q=intref/CISADOC1/1284"">Aldersgate</a>
- <a href=""?q=intref/CISADOC1/183"">Murray Mudge</a>
FAMILY & PERSONAL SUPPORT
Counselling - Childhood Sexual Abuse Counselling Service, Family & Relationship Counselling
Drug and alcohol rehabilitation - <a href=""?q=intref/CISADOC1/594"">Kuitpo Community</a>
Legal advice and referral - <a href=""?q=intref/CISADOC1/1423"">Central Community Legal Service</a>
Support for newly identifying gay, lesbian, transgender and bisexual people - <a href=""?q=intref/CISADOC1/1888"">Bfriend</a>
Support for carers - <a href=""?q=intref/CISADOC1/1889"">Commonwealth Respite & Carelink Centre, North & West Country</a>; <a href=!doc!CISADOC1!!2844>Carers Mediation & Counselling Service</a>
Support for homeless people - <a href=""?q=intref/CISADOC1/602"">Byron Place Community Centre</a>
Telephone counselling - <a href=""?q=intref/CISADOC1/1604"">Lifeline Centre - Adelaide</a>
PEOPLE WITH DISABILITIES
Accommodation support - <a href=""?q=intref/CISADOC1/1860"">Homelink SA</a>
Recreation and community participation
- <a href=""?q=intref/CISADOC1/1847"">North East Networks</a>
Respite service for carers - <a href=""?q=intref/CISADOC1/1226"">Take Five</a>
YOUNG PEOPLE
Support for young people who are homeless or at risk
- Reconnect program, located at <a href=""?q=intref/CISADOC1/1694"">Paralowie Youth Service</a>
- <a href=""?q=intref/CISADOC1/2104"">SideStreet Counselling Service</a>
- <a href=""?q=intref/CISADOC1/2112"">Youth & Parent Services</a>
<a href=""?q=intref/CISADOC1/1145"">Streetlink Youth Health Service</a>",08 8202 5111,www.unitingcommunities.org
72,Community,Mission Australia - Community Services,-34.9326379,138.6026166,"60 Halifax St, Adelaide, South Australia","Support services for families and youg people through a variety of programs
Support for young homeless people with drug and alcohol problems â€“ Hindmarsh Sobering Up Unit and Outreach Program
Reconnect at Whyalla and Reynella
Outer South Youth programs, Mount Barker and Victor Harbor support conducted from Reynella branch
Elizabeth â€“ learning programs for young people, including Playford Families program
Energy Matters â€“ energy audits provided for low income families
Employment services - <a href=""/org/201705-Mission_Australia_-_Employment_%2526_Training"">Mission Australia - Employment &amp; Training</a>
Whyalla centre provides family, youth, mental health and Literacy and Numeracy programs - Port Augusta and Port Lincoln regions
Early Learning Centres - child care at 
- <a href=""/org/202873-Mission_Australia_Early_Learning_Services_-_Elizabeth_Vale"">Mission Australia Early Learning Services - Elizabeth Vale</a>
- <a href=""/org/203151-Mission_Australia_Early_Learning_Services_-_Osborne"">Mission Australia Early Learning Services - Osborne</a>
- <a href=""/org/202360-Mission_Australia_Early_Learning_Services_-_Redwood_Park"">Mission Australia Early Learning Services - Redwood Park</a>",08 8218 2800,www.missionaustralia.com.au
73,Community,Adelaide Day Centre for Homeless Persons Inc.,-34.93124299999999,138.6043915,"32 Moore St, Adelaide, South Australia","Intensive Rehabilitation Activity Program - including gardening, woodwork, crafts, living skills and holistic support
Information and referral - housing and welfare needs
Emergency assistance - food, furniture and other material assistance if other services unavailable
Mobile soup kitchen  - operates 7 days per week from the first Mon in May to early October, 6.30pm at Hurtle Sq and 7.15pm at Whitmore Sq
Assistance with Care & Housing for the Aged (ACHA) program - support for financially disadvantaged frail aged people who are homeless or living in insecure accommodation and who are on the Intensive Rehabilitation Activity Program",,
74,Community,Centacare Catholic Family Services,-34.9285496,138.6024762,"45 Wakefield St, Adelaide, South Australia","ACCESS programs - employee assistance programs, critical incident debriefing and organisational consultancy
<a href=""?q=intref/CISADOC1/1422"">Adelaide Diocesan AIDS Council</a> - support for people with HIV or AIDS
<a href=""?q=intref/CISADOC1/336"">Louise Place</a> - accommodation and support for young mothers and young pregnant women
COMMUNITY SERVICES
Accommodation
- <a href=""?q=intref/CISADOC1/307"">Centacare Adelaide Hills/Murraylands Support & Accommodation Service</a>
- <a href=""?q=intref/CISADOC1/376"">Centacare Youth Services Barossa</a>
- <a href=""?q=intref/CISADOC1/1485"">Centacare Youth Services Playford</a>
- <a href=""?q=intref/CISADOC1/2314"">Centacare Youth Services Whyalla</a>
<a href=""?q=intref/CISADOC1/1815"">Centacare Support Training & Intervention Services - Morphett Vale</a> - support for people with mental illness
Domestic violence support
Community centre - <a href=""?q=intref/CISADOC1/1796"">Wandana Community Centre</a>
Drug Court Supported Housing - including accommodation and advocacy in north-western Adelaide for people 18-30 years who have been referred by the Drug Court Diversion Program
Mental health support programs - <a href=""?q=intref/CISADOC1/2941"">Centacare Support Training & Intervention Services - Hindmarsh</a>
School counselling services in Catholic primary schools in metropolitan Adelaide and Riverland
Women's Supported Housing - accommodation and support for women who are homeless and have recently been in prison or involved in the criminal justice system, tel. 8252 2311
DISABILITY SERVICES
Respite care, supported accommodation and day options for people with intellectual disability - <a href=""?q=intref/CISADOC1/2884"">Centacare Disability Services</a>
FAMILY RELATIONSHIP SERVICES
Family outreach services - <a href=""?q=intref/CISADOC1/2736"">Mile End</a>; <a href=!doc!CISADOC1!!438>Salisbury</a>; <a 
Family life education - program for schools and other groups covering sexuality, relationships, contraception, safe sex
Family planning advice and counselling - <a href=""?q=intref/CISADOC1/754"">Natural Fertility Services</a>
Family relationship education, including courses in marriage preparation, parenting, separation
Family relationship services, including counselling, mediation, parenting support - <a href=""?q=intref/CISADOC1/1626"">Mount Gambier</a>; <a href=!doc!CISADOC1!!2939>Murray Bridge</a>
Parenting support - <a href=""?q=intref/CISADOC1/1733"">Northern Parent Resource Program</a>
ASCEND Suicide intervention - service to young people up to the age of 25 who are exhibiting depressive, suicidal or self-harming behaviours",08 8210 8200,www.centacare.org.au
75,Community,Child Support Agency,-34.925189,138.5999549,"Level 6, 100 King William St, Adelaide, South Australia","Registration of maintenance for court orders, court registered agreements, administrative assessments and child support agreements
Calculation and review of administrative assessments for child support - including changing child support assessments in special circumstances
Collection and payment of registered maintenance
Provision of child support advice and information to clients
Child Support Agency Information Service -  24 hour automated telephone service provides information about child support accounts, tel. 13 11 07",13 1272 (General),www.csa.gov.au
76,Community,Families SA,-34.9219796,138.5945568,"Head Office: Level 7,  HP Centre, 108 North Tce, Adelaide, South Australia","Child protection - ensuring safety of children and young people within their family and cultural environment
Out of home care - assistance for children, young people and families who have experienced harm 
Foster, relative and kinship care for children and young people who cannot live with their parents
Residential care for children and young people who need additional support
Support to families to enhance the safety and well-being of children and young people
Support for Aboriginal children, young people, families and communities to reduce over representation of Aboriginal children and young people in care and protection",1800 003 305,www.families.sa.gov.au
77,Community,SA Water - Pensioner Concessions,-34.9296526,138.6008692,"250 Victoria Sq, Adelaide, South Australia",Pensioner concessions for essential services,,www.sawater.com.au
78,Community,Converge International - SA,-34.9259474,138.6059868,"174 Pulteney St, Adelaide, South Australia","Rapid response services - critical incident debriefing, support, counselling, mental health management to individuals and organisations affected by serious injury, tragedy or traumatic events
Training and education workshops, seminars and conferences on a wide range of workplace issues
Consultancy services in issues including change management, career planning, conflict resolution, work stress management",08 8127 7333,www.convergeinternational.com.au
79,Community,OARS Community Transitions,-34.9333055,138.5898333,"234 Sturt St, Adelaide, South Australia","Rehabilitation and support services
Accommodation - Supportive Accommodation Services provide a range of accommodation options for men and women who are leaving prison
Gambling support
Support for parents of prisoners
Partners of Prisoners program - support and information to maintain well-being of prisoners' families, providing information and education to people at risk of contracting Hepatitis C and other blood born viruses 
Financial counselling by appointment
Drug intervention - Illicit Drug Intervention Program offers counselling, information and education, referrals to other services with outreach to Christies Beach, Davoren Park and Murray Bridge
Restorative justice
Christmas toys donation program
Opportunity shops run by volunteers - Christies Beach, Elizabeth North, Port Adelaide, Woodville and Angaston",08 8218 0700,www.oars.org.au
80,Community,Social Security Appeals Tribunal,-34.9244735,138.6014712,"12th Floor, 45 Grenfell St, Adelaide, South Australia","Review of decisions made by Centrelink and the Child Support Agency (CSA) about social security, family assistance, education or training and child support payments",,www.ssat.gov.au
81,Community,St Vincent de Paul Society (SA) Inc.,-34.927083,138.591329,"State Administration: Ozanam House, 202 Franklin St, Adelaide, South Australia","Collection and distribution of donated clothing and furniture - Kidman Park
Disaster recovery and crisis relief
Emergency accommodation for homeless men - <a href=""?q=intref/CISADOC1/317"">Vincentian Centre</a>
Emergency assistance - by home visits only (no off-street assistance provided)
Free food distribution - <a href=""?q=intref/CISADOC1/2547"">Fred's Van</a>
Opportunity shops - in metropolitan and country centres
Home and prison visiting
Mental health support - <a href=""?q=intref/CISADOC1/2878"">Compeer Mental Health Program</a>
Migrant and refugee assistance, Tues and Thurs, tel. 8340 3053
Rental housing cooperative association for older people - <a href=""?q=intref/CISADOC1/2931"">Frederic Ozanam Housing Association</a>
Services for young people - including camps for children and young people at risk (Ozo Camp and Noorla Yo-Long Camps), tel. 8410 4698",,www.vinnies.org.au
