OBJECTID,RECNO,NAME,F_CODE,OTHERDETLS,SOURCE,CLASS,COUNTY,LATITUDE,LONGITUDE,STATE,NAMEDBY,DATENAMED,DERIVATION,ORIGCODE,CURNAME,PREVNAME,ALTNAME,ELEVATION,PUBLIC_REL
1124,SA0003545,Araluen,HMSD,,1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.95561714,138.78084651,SA,,,,****,,,,,Y
1125,SA0003526,Lazy Acres,HMSD,,1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.99219668,138.75953565,SA,,,,****,,,,,Y
1126,SA0003587,Kenton Valley Farm,HMSD,,1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.8617796,138.95068006,SA,,,,****,,Tangari (Homestead),,,Y
1133,SA0000416,St Peters Child Care Centre,BLDG,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,RECD,Adelaide,-34.91436566,138.62663538,SA,See Other Details,,,****,,,,,Y
1135,SA0009710,Heywood,HMSD,,CFS Mapbook - 1st Edition 2001 / CFS Mapbook - 2nd Edition 2007 /,VART,Adelaide,-35.00257649,138.74823534,SA,,,,****,,Arbury Park (Homestead),Raywood (Homestead),,Y
1145,SA0000663,Dan and Nan Manning Playground and Walkway,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.92156558,138.62400523,SA,See Other Details,,,****,,,,,Y
1147,SA0000488,Payneham Senior Citizens Centre,BLDG,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,RECD,Adelaide,-34.9076559,138.6449957,SA,See Other Details,,,****,,,,,Y
1161,SA0000588,Hanson Reserve,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.93379577,138.64711529,SA,See Other Details,,,****,,,,,Y
1184,SA0033352,Braeview Junior Primary School,SCHL,School opened in 1978. The Department for Education & Child Development advised in a letter dated 13/9/2012 that Braeview Junior Primary and Primary Schools will merge from 1 January 2013 and will be named Braeview School R-7.  The Minister for Education,SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / DPTI.2012/04275/01 /,RECH,Adelaide,-35.0815438,138.55240173,SA,Minister of Education,,,****,Braeview School R-7,,,,Y
1291,SA0011753,Morphett Vale Primary School,SCHL,"This school was formed by the merger of Morphett Vale West Primary, John Morphett Primary Schools and John Morphett Preschool on the site of the closed Morphett Vale High School.  The new school began operations from 1/12011.",DTEI.2009/30524/01 /,RECD,Adelaide,-35.11004318,138.5135908,SA,Minister of Education,,Suburb of Morphett Vale,PLSA,,See Other Details,,,Y
1305,SA0000596,Glenbrook Close Reserve No 2,RESV,Named by the City of Norwood Payneham & St Peters.,DAIS.22-413/04/0036 / Government Gazette 15/12/2005 /,LOCL,Adelaide,-34.89155581,138.62807577,SA,See Other Details,2005/11/07,,****,,,,,Y
1328,SA0040637,Port Noarlunga,SUB,"Town surveyed in November 1856, no proclamation, now a suburb of Adelaide.  Name also applied to a private subdivision of sections 309, 311 & 313.  Portion of Noarlunga Downs added.  Portion renamed as Seaford Meadows.  Southport Surf Life Saving Club pr",Parliamentary Plan 336 / Withdrawn Public Maps / Survey Diagram Book / 1 Inch to 1 Mile Mapsheet / DENR.9109/1994 / Government Gazette 12/1/1995 / Rodney Cockburn's 'What's in a name? Nomenclature of South Australian' / DAIS.04/0431 / 1:50 000 Mapsheet -,GEOG,Adelaide,-35.14900251,138.47519969,SA,South Australian Government,,See Hundred of Noarlunga,PLSA,,,,,Y
1342,SA0033463,Campbelltown Junior Primary School,SCHL,School opened in 1957. This school was merged with Campbelltown Primary School as some time before 2011.,SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 /,RECH,Adelaide,-34.87664637,138.67005651,SA,Minister of Education,,,****,Campbelltown Primary School,,,,Y
1352,SA0000424,St Margarets Crescent Reserve No 3,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.89199597,138.64262593,SA,See Other Details,,,****,,,,,Y
1314,SA0040453,Hilton,SUBD,Decision made on 18/9/1944 by City of Prospect to adopt this name as a suburb name.  Decision latter reversed by City of Prospect and the area proposed as Highbury added to Prospect. Name alteration originally proposed as Errabinie by Nomenclature Commit,PR.122/1916 / SGO.4491/1916 / Parliamentary Paper 67/1916 /,UNAP,Adelaide,-34.88177543,138.58841547,SA,,,"Town in Middlesex, England",PLEN,Prospect (portion),,,,Y
1319,SA0000381,Vogt Place Buffer Reserve,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.89059596,138.64058593,SA,See Other Details,,,****,,,,,Y
1320,SA0000415,St Peters Civic Centre Complex,BLDG,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,RECD,Adelaide,-34.91237565,138.62480539,SA,See Other Details,,,****,,,,,Y
1238,SA0000400,Third Avenue Drainage Reserve No 1,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.90506572,138.62703553,SA,See Other Details,,,****,,,,,Y
1275,SA0024019,Glengowrie Tram Depot,?,,Adelaide Metro Timetable / DTEI.2011/16556/01 /,DEPT,Adelaide,-34.9798729,138.53574175,SA,,,Glengowrie (suburb),PLSA,,,,,Y
1279,SA0000366,Willowbank Crescent Reserve,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.89100591,138.63690588,SA,See Other Details,,,****,,,,,Y
1497,SA0000491,Pembury Crescent Reserve,RESV,Name confirmed as being historical by the City of Norwood Payneham & St Peters in August 2008.,DAIS22-413/04/0036 /,LOCL,Adelaide,-34.88863603,138.64607603,SA,,,,****,Bradgate Crescent Reserve,,,,Y
1392,SA0051157,Adelaide Christian Fellowship Centre,BLDG,,DTEI Points of Interest Database /,LOCL,Adelaide,-35.01193054,138.56123163,SA,,,,****,,,,,Y
1393,SA0027764,Aldgate RSL,BLDG,,DTEI Points of Interest Database /,LOCL,Adelaide,-35.01496673,138.73091528,SA,,,,****,,,,,Y
1394,SA0027774,Aldis Nursing Home,BLDG,,DTEI Points of Interest Database /,LOCL,Adelaide,-35.11252032,138.53614074,SA,,,,****,,,,,Y
1395,SA0027791,Anaster Residential Care,BLDG,,DTEI Points of Interest Database /,LOCL,Adelaide,-34.94420986,138.61867342,SA,,,,****,,,,,Y
1397,SA0051176,Adelaide Par 3 Golf Course,RESV,,DTEI Points of Interest Database /,LOCL,Adelaide,-34.91834518,138.58630484,SA,,,,****,,,,,Y
1398,SA0051186,Albert Park-Rosewater RSL Hall,BLDG,,DTEI Points of Interest Database /,RECD,Adelaide,-34.85317568,138.51452444,SA,,,,DELO,,,,,Y
1399,SA0051181,Adelaide West Uniting Church,BLDG,,DTEI Points of Interest Database /,LOCL,Adelaide,-34.93327736,138.54696905,SA,,,,****,,,,,Y
1400,SA0051158,Adelaide 14th Troop Scout Hall,BLDG,,DTEI Points of Interest Database /,LOCL,Adelaide,-34.94411805,138.5938502,SA,,,,****,,,,,Y
1401,SA0027779,All Hallows Anglican Church,BLDG,,DTEI Points of Interest Database /,LOCL,Adelaide,-35.02729427,138.61815121,SA,,,,****,,,,,Y
1406,SA0009897,Tundarri,HMSD,,1:50 000 Mapsheet - 2nd Edition /,LOCL,Adelaide,-34.5996193,138.78416239,SA,,,,AB**,,,,,Y
1599,SA0027766,Aldinga Bay Winery,FTRY,,DTEI Points of Interest Database /,LOCL,Adelaide,-35.29320565,138.47134947,SA,,,,****,,,,,Y
1600,SA0051191,Aldersgate House Retirement Village,BLDG,,DTEI Points of Interest Database /,LOCL,Adelaide,-34.89234128,138.63978139,SA,,,,****,,,,,Y
1602,SA0051170,Adelaide International Hotel/Motel,BLDG,Does this still exist?,DTEI Points of Interest Database /,LOCL,Adelaide,-34.9106941,138.59530936,SA,,,,****,,,,,Y
1629,SA0000365,Wilson Avenue Reserve,RESV,Name confirmed by the City of Norwood Payneham & St Peters in August 2008.,DAIS22-413/04/0036 /,LOCL,Adelaide,-34.88882598,138.64165597,SA,,,,****,,,,,Y
1510,SA0051152,Adelaide Caravan Park,RESV,,DTEI Points of Interest Database /,LOCL,Adelaide,-34.91045112,138.61351956,SA,,,,****,,,,,Y
1512,SA0051168,Adelaide Hills Council Library Service Centre,BLDG,Located in Stirling,DTEI Points of Interest Database /,LOCL,Adelaide,-35.00703627,138.71633218,SA,,,,****,,,,,Y
1513,SA0051179,Adelaide Shores Caravan Park,RESV,,DTEI Points of Interest Database /,LOCL,Adelaide,-34.95091879,138.50301482,SA,,,,****,,,,,Y
1546,SA0027790,Alwyndor Aged Care,BLDG,,DTEI Points of Interest Database /,LOCL,Adelaide,-35.01011613,138.52738944,SA,,,,****,,,,,Y
1548,SA0051161,Adelaide Beachfront Tourst Park,RESV,,DTEI Points of Interest Database /,LOCL,Adelaide,-34.85387327,138.47666317,SA,,,,****,,,,,Y
1549,SA0027810,Arkaba Court Motel,BLDG,,DTEI Points of Interest Database /,LOCL,Adelaide,-34.95172127,138.62996873,SA,,,,****,,,,,Y
1550,SA0051143,Abbingdon Nursing Home,BLDG,,DTEI Points of Interest Database /,LOCL,Adelaide,-34.96735504,138.61106945,SA,,,,****,,,,,Y
1551,SA0000536,Osmond Square,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.91803566,138.62886534,SA,See Other Details,,,****,,,,,Y
1762,SA0000403,Stacey Reserve,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.9069358,138.6353356,SA,See Other Details,,,****,,,,,Y
1763,SA0000671,Cliff Goodwin Reserve,RESV,Named by the City of Norwood Payneham & St Peters.,DAIS.22-413/04/0036 / Government Gazette 15/12/2005 /,LOCL,Adelaide,-34.90686559,138.61693539,SA,See Other Details,2005/11/07,,****,,,,,Y
1654,SA0038632,Adelaide Parklands Rail Terminal,RSTA,Name change approved by the Surveyor-General on 3/1/2007.  The previous name was Australian National Rail Passenger Terminal.   Great Southern Rail took over the running of the terminal from the Federal Government and renamed the terminal to be reflect t,DTEI.22-413/07/0040 / DPTI.2012/11770/01 /,RECH,Adelaide,-34.93773498,138.57892443,SA,Great Southeern Rail,,See other Details,DE**,See Other Details,,,,Y
1655,SA0059714,Keswick Terminal,RSTA,"Now the Australian National Rail Passenger Terminal, however offical approval for this renaming was never sought of the Surveyor-General.  See also Adelaide Parklands Rail Terminal.",DTEI.22-413/07/0040 /,RECH,Adelaide,-34.93773498,138.57892443,SA,Great Southeern Rail,,,****,See Other Details,,,,Y
1679,SA0000510,Payneham Drainage Reserve No 2,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.90058595,138.64560583,SA,See Other Details,,,****,,,,,Y
1705,SA0039525,Australian National Rail Passenger Terminal,RSTA,Approval for the change of name from Kewsick Terminal to Australian National Rail Passenger Terminal was never requested of the Surveyor-General.  Name change to Adelaide Parklands Rail Terminal was approved by the Surveyor-General on 3/1/2007.  However,DTEI.22-413/07/0040 /,RECD,Adelaide,-34.93773498,138.57892443,SA,,,,DE**,See Other Details,Keswick Terminal,,,Y
1818,SA0027806,Arab Steed Hotel,BLDG,,DTEI Points of Interest Database /,LOCL,Adelaide,-34.93528979,138.61080342,SA,,,,****,,,,,Y
1820,SA0000427,St Margarets Crescent Reserve No 2,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.89142599,138.64361595,SA,See Other Details,,,****,,,,,Y
1824,SA0000542,O G Screening Reserve No 1,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.89170593,138.63868589,SA,See Other Details,,,****,,,,,Y
1852,SA0008713,Doris Coulls Bushland Preservation Area,RESV,Charlotte Firth of DENR's Mapping Unit advised that the reserve sign shows Doris Coulls Reservevia e-mail 25/5/2011 - further investigation required.,?,LOCL,Adelaide,-35.00483636,138.73816519,SA,,,,****,,,Doris Coulls Reserve,,Y
1880,SA0000629,Fifth Avenue Drainage Reserve No 1,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.90317571,138.62552555,SA,See Other Details,,,****,,,,,Y
1865,SA0000548,May Street Reserve No 3,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.90413598,138.64970582,SA,See Other Details,,,****,,,,,Y
1814,SA0011702,Unley Primary School,SCHL,"School opened in 1879. Wattle Street, Unley.","1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / SA Lands Department Property Register Printout 1988 / City of Unley Heritage Review 1985 Pgs 26, 168 /",RECD,Adelaide,-34.9555252,138.60807448,SA,Minister of Education,,Name of adjacent suburb,PLSA,,,,,Y
3691,SA0000360,Woodroofe Gardens,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.92092562,138.62735528,SA,See Other Details,,,****,,,,,Y
3834,SA0000627,Gage Street Reserve,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.90978594,138.64949572,SA,See Other Details,,,****,,,,,Y
3150,SA0000448,Richards Park,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.91747569,138.63147538,SA,See Other Details,,,****,,,,,Y
3421,SA0000585,Hutchinson Park,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.9248656,138.62770521,SA,See Other Details,,,****,,,,,Y
3426,SA0000543,O G Road Car Park,CRPK,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.89470593,138.64078587,SA,See Other Details,,,****,,,,,Y
3862,SA0000551,Maurice Clayton Reserve,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.91261575,138.63359549,SA,See Other Details,,,****,,,,,Y
3433,SA0000673,Church Street Reserve,RESV,Named by the City of Norwood Payneham & St Peters.,DAIS.22-413/04/0036 / Government Gazette 15/12/2005 /,LOCL,Adelaide,-34.88997592,138.6367559,SA,See Other Details,2005/11/07,,****,,,,,Y
3872,SA0003606,Glenview Park,HMSD,,1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.83009011,138.97890092,SA,,,,****,,,Glen View Stud (Homestead),,Y
3873,SA0003631,Akhira,HMSD,,1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.80914022,138.97809125,SA,,,,****,,,,,Y
3876,SA0003721,Lanacoora,HMSD,"The correct position of the homestead was advised by the owner of the adjoining Jakaa Ridge Homestead, Mr John McMahon in August 2007.",1:50 000 Mapsheet - 4th Edition / DAIS.22-413/06/0007 /,LOCL,Adelaide,-34.80354812,138.78707909,SA,,,,****,,,,,Y
3194,SA0000566,Lower Portrush Road Buffer Reserve No 3,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.89306583,138.63101578,SA,See Other Details,,,****,,,,,Y
4024,SA0027716,Mudlunga,?,Name as recorded by William Williams and described as being the area between Port Adelaide and the sea.  Also shown as Mood-lung-gah in a publication of Williams information by A MacDougall.,,ABNA,Adelaide,-34.84231452,138.48612492,SA,Kaurna,,,AB**,,,,,Y
4025,SA0027725,The Reedbeds,SWP,An area at or near the original mouth of the River Torrens.  No extent established.,DTEI.2010/12964/01 /,RECH,Adelaide,-34.92170893,138.51204443,SA,,,,DEBO,,,Witongga,,Y
3217,SA0000544,Nyroca Crescent Reserve,RESV,Name confirmed by the City of Norwood Payneham & St Peters in August 2008.,DAIS22-413/04/0036 /,LOCL,Adelaide,-34.88743607,138.64882608,SA,,,,****,,,,,Y
3483,SA0000526,Oxford Place Reserve,RESV,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005.",DAIS.22-413/04/0036 / Government Gazette 23/06/2005 /,LOCL,Adelaide,-34.92232559,138.62521523,SA,See Other Details,,,****,,,,,Y
3926,SA0003683,Wirra Karra,HMSD,,1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.77230042,138.97638184,SA,,,,****,,,,,Y
3927,SA0003690,Crackerwood Cottage,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check /,LOCL,Adelaide,-34.76228066,138.99251219,SA,,,,****,,,,,Y
3928,SA0003750,Wren Cottage,HMSD,,1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.86134881,138.87963923,SA,,,,****,,Hartley Vale (Homestead),,,Y
3929,SA0003685,Amberosa,HMSD,,1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.76554053,138.98211202,SA,,,,****,,,,,Y
3930,SA0003707,Amarina,HMSD,,1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.75559049,138.97371208,SA,,,,****,,,,,Y
3931,SA0003689,Lakotah,HMSD,,1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.76236067,138.9934222,SA,,,,****,,,,,Y
